text;atc_codes;meddra_codes;class
The Long and Winding Road Bien le bonsoir Pipelette Babouchewski Pitchounette Emmanuelle et Tata Christobal la Pechue Que des Dames Merci bien pour vos passages et vos messages sympas qui me font plaisir Bonsoir aussi mes bien chers lecteurs anonymes adores Alors je vous reponds donc Certes le fait que je sois devenu buveur hypermodere pas abstinent contribue a ce que je sois en tres bonne sante Cela a aussi contribue a ma perte spectaculaire de poids puisque je suis passe de 93 kilos a 81 kilos tout de même Bon en ce moment c'est plutot du 84 kilos le poids d'hiver puisqu'il faut 1 peu de graisse pour se tenir chaud hein Mais j'insiste sur le fait et je l'ai toujours dit d'ailleurs que le Baclofene y est aussi pour beaucoup dans cette perte spectaculaire de poids j'en suis certain Et dans la même logique j'insiste sur le fait que le Baclofene est encore 1 plus dans l'amelioration de mes performances sportives Certes je mange plus sainement qu'auparavant dans l'alcool mais je mange 2 fois plus aussi car il semblerait que le Baclofene me donne encore plus d'appetit sans pour autant grossir Je veux dire par la que sans ses 40 mg supplementaires j'aurais probablement pu parvenir a jouer plutot pas mal mais pas aussi bien pas aussi magistralement La Baclofene a ete 1 plus indeniable les filles n'en doutez pas Sinon Christobal ta question est tout a fait pertinente Pour comprendre pourquoi ma descente est si lente il faut d'abord comprendre et entendre que ma relation au Baclofene est toute particuliere Non seulement il m'a sauve la vie mais aussi j'ai l'impression d'etre constammenet sur 1 petit nuage et j'ai peur que ca cesse si je descends trop rapidement C'est peut-etre bete comme raisonnement mais c'est tres vrai Au même titre que je recouvrais mes capacites physiques et intellectuelles et decouvrais plein de choses sur moi tres progressivement au cours de ma montee et bien je decouvre de nouvelles choses au cours de cette descente Je le vis comme 1 aventure comme 1 reve au quotidien qui continue chaque jour et ne s'arrete jamais Et moi je ne veux pas que ce reve s'arrete Surtout pas Aucun ES pour ma part donc aucune raison et aucune envie de descendre vite Le Baclofeme c'est ma came quoi Mais il est bien entendu que si j'avais eu a subir des ES handicapant comme pas mal de personnes ici je ne tiendrais point ce genre de discours et ferais comme tout le monde c'est-a-dire descendre au plus vite Moi je n'ai aucunement honte d'avoir ce traitement même a vie Aucune crainte non plus d'ailleurs Juste 2 petites anecdotes pour bien me faire comprendre Je prepare minutieusement mon petit pillulier pour la journee chaque matin avec 1 compartiment pour chacune des 3 prises de la journee midi 16h et 19 la dose du lever etant gobee immediatement Et bien il m'est arrive une seule fois d'oublier mon petit pillulier a la maison Je m'en suis rendu compte sur le trajet pour aller au boulot Seulement je ne concevais même pas de pouvoir faire ma journee sans mes doses J'ai telephone au boulot que je serai en retard et suis retourne chercher mon pillulier 2eme anecdote Il m'est arrive 1 journee de ne plus avoir de Baclofene Je suis aller bosser sans aucune dose du lever jusqu'a la fin d'apres-midi J'ai ete surpris de constater avec quelle rapidite Dame Anxiete revenait a la charge 1 experience flippante vraiment qui me fait dire que je ne sais comment je pourrait reagir ni me comporter si l'on me privait de mon medicament de ma came Depuis que j'ai commence cette aventure Baclofene j'ai vraiment l'impression de redecouvrir la vie presque de vivre une nouvelle vie et surtout de rattraper le temps perdu Quand bien même le fait d'etre reste a tres haute dose longtemps pourrait reduire mon esperance de vie et bien je crois que j'estimerais cela comme pas grave Car je suis en train de vivre les plus belles années de ma vie après ces 20 années de gachis Et cela n'a pas de prix a mes yeux Sinon ainsi que je l'avais annonce je suis passe ce jour a 440 mg 90 au lever 80 mg a 12h 130 a 16h et enfin 140 a 19h Tout s'annonce pour le mieux La je suis en train de siroter tout a fait tranquillement 1 Paulaner de 50 cl a 5 degres non pas pour tester bien sur je n'en suis plus la fort heureusement simplement parce que j'en avais envie et aussi parce que je sais que cette biere ne risque plus d'en entrainer d'autres Et je suis serein Certaines soirees il peut m'arriver d'en boire 2 mais alors je me couche a pas d'heure sans même terminer la 2eme A l'identique quand j'ai envie de boire du vin et bien la bouteille me fait environ 5 repas he he he Les alcools forts me rebutent Alors même qu'en 20 ans j'ai du vide 1 citerne d'alcools a 40 degres Principalement du Bourbon Americain et bieres periode Vodka et vin puisque moins onereux tiens 20 ans A la tienne Je ne prends jamais d'aperitif car pas envie tout simplement Idem la biere forte Beurk Buveur hypermodere que j'suis devenu presque par surprise 1 cadeau presque 1 miracle Merci encore pour vos 3 visites sympas Mesdames Je vais aller aux nouvelles sur vos fils respectifs Je le fais en plus quotidiennement sans pour autant laisser de post de peur parfois d'etre incongru ou hors sujet Merci a mes chers lecteurs anonymes adores Bonne et ageable soiree a vous Je relirai ce post pour verifier que je n'ai point oublie de vous repondre exhaustivement a toutes les 3 Si tel était le cas je vous prie de bien vouloir m'en excuser par avance et je ferais alors des rajouts hein Vincent ;;M03BX01;oui
La Mouette chez les baclo Bonjour mon psychiatre m'a prescrit du Baclo pour réguler mon appétit ça ne marche pas je perds du poids chaque semaine maintenant concernant l'alcool j'ai arrêté sans rien et le baclo je n'y crois pas une seconde concernant l'alcool pour ma part c'est zéro alcool je ne veux plus revivre sous l'emprise du produit ;;;oui
Qui a des infos sur le VALDOXAN  mes nuits depuis plus d'un an ca a commencé pendant ma grossesse je pensais retrouver mon sommeil aprés accouchement mais non j'ai tout essayer des choses naturel mais rien et je me suis donc résolu à prendre un AD je prend aussi lexomil le soir ma psy m'a dit qu'il agissait sur le sommeil c'est vrai car je vois une légére différence mais niveau moral j'ai jamais été aussi bas je pense que ca vient du valdoxan tu as des insomnies aussi ;;N05BA08 N06AX22;oui
ES et protocole d entree Bonjour mes premier pas sous baclo difficile ES mais pour la boisson cela marche tres bien et cela des le debut mais pour la boulimie pas encore helas j ai une image de moi ecoeurante et je pese mes mots je me suis pas encore entree dans mon protocole 3 ×10 3×10 2×10 2×10 Je vois mon prescripteur ce matin A plus tard ;10006550;;oui
A votre santé  Bonjour Phil Bonjour Fripoune Merci pour ce fil et pour votre disponibilité J'avais depuis longtemps banni l'aspartam dont on dit que la phénylalanine est nocive pour les enfants mais j'utilise la stévia On me dit que je devrais essayer de me passer du goût sucré mais je ne peux pas Il m'arrive de ne pas avoir envie de manger je ne sais pas ce qu'est la faim comment la reconnaître mais je peux faire ma journée avec seulement des aliments ou plats sucrés semoule au lait par exemple et fromage blanc sucré A part attendre que le baclo fasse son effet que puis-je faire j'en ai marre de me contraindre Autre question Sissi assure qu'on a pas besoin de consulter un psy le baclo supprime aussi les angoisses quand je lis certaines personnes il me semble que l'addiction à l'alcool ou à la bouffe même si elle est favorisée par le manque de GABAb a quand même compensé des manques ou des blessures qui réapparaissent quand on est guéri Qu'en penses-tu J'ai été suivie pendant de nombreuses années j'ai rétabli à leur place beaucoup de mes disfonctionnements mais je n'ai pas perdu de poids ni donc mes handicaps physiques Merci de me lire Bonne journée ;10001125 10020466;;oui
A votre santé  Quel que soit le mecanisme qui provoque des perturbations dans nos organismes il faut etre conscient que ce n'est pas un coincidence Je n'ai pas la pretention d'expliquer ça Mais voila une video tres eloquente Je vous suggere d'aller jusqu'au bout la fin est aussi voire plus interessante que le debut http www youtube com watch v player embedded Il fut un temps ou je consommais jusqu'à 15 sucrettes dans mon thé Vous pensez que j'etais folle non juste accro au gout sucré Qu'on le croit ou pas une addiction peut etre sur du concret le vrai sucre les glucides l'alcool les drogues les medicaments Mais il existe aussi des addictions à des choses abstraites le sport le sexe les achats compulsifs et pourquoi pas le gout sucré de l'aspartame Moi j'en suis convaincue En tout cas il est clair que avant le baclo je mangeais equilibré aux repas parceque deja persuadée que c'etait ce qu'il me fallait à ma famille et à moi J'ai toujours cuisiné et donné le change sur mon probleme de surpoids Personne ne savait mon probleme je mangeais cachée Maintenant que je suis guerie je continue à manger correctement et meme de mieux en mieux car j'ai retrouvé la liberté de mettre ce que je pense le mieux pour moi dans ma bouche Le baclo m'a permie d'ouvrir les yeux Le baclo ne fait pas tout comme dit si bien Sylvie il nous donne juste la possibilité de ne pas faire de crise ou de ne pas se souler mais ce n'est pas lui qui va remplir notre caddie S'il n'y a pas de demarche volontaire pour savoir ce qui est bon pour notre organisme ou pas ça ne se fera pas seul Avant on avait d'autres chats à fouetter maintenant il est temps de savoir ;10001125;;oui
DpraV polytox alcoolique soigné et en voie de guérison  Je n'ai pas tout lu n'ai pas honte de ne pas avoir donné de nouvelles considère ne pas avoir à m'excuser L'enchainement des événements est tel que Les résidus d'émotions de sentiments qui m'animent les ficelles de mon pantin ne me permettent plus de mettre des mots sur ce que je ressens J'oscille entre machine et bête sauvage pas féroce mais uniquement guidée par son instinct Failli me friter cette nuit une équipe de rugby entière à la buvette contre un mec un peu réservé dont ils se souviennent vaguement avoir eu une histoire avec lui il y a des lustres Moi je m'en souvenais très précisément Failli pas vraiment il me manquait un mot ou un léger geste que je n'ai ni dit ni fait Mais un putain de craving de le faire Je pense que le Depakote à l'origine du carton par la soudaineté et la violence des somnolences qu'il provoque m'a aussi sauvé la vie et la tête Je ne vais pas détailler ma situation actuelle Ne veut pas la voir Pas encore Si ce n'est que je n'ai aucune nouvelle des flics donc le pire reste devant moi Car je vais y passer c'est sur Je table sur une annulation de 4 à 6 mois Sur la procédure de 2012 annulée j'avais 2 mois avec sursis en première instance si ils en retrouvent une trace Je recadre juste Jusqu'à Mercredi 13 grosse phase dépressive J'ai essayé de me déchirer la face jusqu'à 5h du matin impossible Après une 15aine de bières 6 7° j'ai attaqué la vodka qui gâche mon jus de tomate Pas d'euphorie rien Mes récepteurs sont saturés et je n'arrive pas à boire assez vite pour atteindre le flash Je dors 2h le bouche à oreille local fait que j'ai un nouvel ami qui vient avec moi chez le Doc Je l'ai fait s'inscrire ici mais je me suis permis de tél directement à mon Doc qui était ok et je dirais même assez content de la démarche De plus je n'ai pas à conduire Utile au vus des résidus de la veille qui s'est terminée 3h avant Avec le Doc nickel je reste sur la ligne de conduite de bosser sur le Depakote afin d'arriver à gérer le Baclo et ma conso Je lui fait saisir que le suivi doit désormais être psy au sens large Il me fait une ordo à 400mg de Baclo plus toutes les tailles de Depakote pour que je puisse me faire ma tambouille Et cerise sur le gâteau me donne le numéro de deux psychiatres habilités TCC intégralement remboursés mâles et pour qui Bacloféne et addictions résonnent bien français Top On rentre discute je ne sais pas ce qu'il me péte dans le cerveau Euphorie Non début de décompensation Mais l'AM s'annonçant tranquille moi crevé je bois 6 Leffe en moins de 20mn Il est 14h Un client appelle besoin de fromages en urgence Je ne suis pas saoul le moins du monde c'est mon plus gros client de proximité en ce moment et il est inimaginable de se faire contrôler sur le trajet alors ok Le maniaque déboule T'as des supers froms en quantité t'es bien habillé fais toi une vrai tournée Je démarche au tél 2 gros clients de plus Ils sont open Le mois d'Aout n'est pas fini j'ai le temps de poser mes marques Je dois être à plus d'1Gr ce qui est largement exceptionnel à cette heure là Je suis crevé Je sais que les somnolences arrivent vers 14h30 Franchement faut être con 14h30 j'ai préparé mes glacières et part livrer 480€ de came avec moi Je n'arriverais jamais chez le premiers client Derniers souvenir 14h50 je suis à la bourre en plus des livraisons il me faut passer à la banque choper une imprimante pro faire faire des devis pour mes étiquette à apposer sur les froms Mettre en fabrication mes tampons de traçabilité Une décompensation maniaque dans toute sa splendeur Je suis au dessus de vous les humains Je me réveille dans des fougères plus hautes que la bagnole lancée à pleine vitesse Quand ça se dégage j'ai 3 options Plein fer dans le chataigniers Eviter le chataigniers et plein fer dans le chêne centenaire à coté Passer entre les deux et c'est le fossé de 4m creusé par le ruisseau Je ne sais quelle force m'a fait prendre l'option 4 sacrifier la bagnole en utilisant le chataigniers pour revenir sur la route Sur le toit certes mais sur la route aussi Tout l'intérieur de la voiture a volé sur la route Y'a du fromage partout des bouts de glacières J'aperçois ma roue de secours mon crick mes disques freins Le tout a due passer par ma tête pour sortir Je m'évade des urgences à 20H Le Doc veut me garder en observation il n'a rien contre le Baclo Mais il ne comprend pas pourquoi je ne lui ai pas dit que j'avais une sclérose en plaque Il n'a rien contre les prises toutes les 2h Mais il ne comprend pas qu'en m'interdisant de me lever je viens de rater 3 prises d'un total de 100mg Il n'a rien contre le Dépakote Mais il ne comprend pas pourquoi je ne lui ai pas dit que j'étais épileptique Pourtant je lui ai tout expliqué mais il m'a dit qu'il savait qu'il était médecin Tout pour ce soir je sors de 3 jours de fiestas locale je suis crevé Bonne nuit les gens Loïs;10028245 10020044;N05AX;oui
 L'hyperphagie la boulimie c'est comme l'alcoolisme ce sont des addictions des maladies qui guerissent grace à un medicament le baclofene Quand les pulsions alimentaires disparaissent on arrive à mettre en place une alimentation equilibrée Guerie depuis 9 mois j'ai perdu 19 kilos tranquillement sans souffrir les 20 prochains partiront tout aussi sereinement Renseigne toi sur baclofene com Je n'ai rien à gagner en recommandant ce medicament il est connu depuis plus de 40 ans Ce que je vis en ce moment est la finde 45 ans de souffrances ;10020710 10006550 10001639;M03BX01;oui
Effets secondaire du Valdoxan et sevrage Bonjour Ayant des épisodes de légères dépression avec des symptômes de peur panique légère et des humeurs changeante surtout en période prémenstruelle Avec le citalopram j'etais très nerveuse et je me réveillais a partir de 4 heures du matin pour être dans un état lamentable les journées Mon médecin m'a prescrit du valdoxan particulièrement pour mon sommeil les premiers jours rien a déclarer mais les jours faisant je devenais de plus en plus nerveuse J'en étais a mon 15 ieme cachet hier mais j'en peux plus desinteret pour tout nervosité aucune patience indifférence pour tout maux de tete impression de yeux secs douleurs dans le corps syndromes prémenstruelles encore plus fort très très mal aux seins et bas du ventre agressivité périodes amorphes … Je ne me reconnais plus je vois en plus que ce médicament est assez nouveau mon médecin traitant ne connait pas vraiment ses effets secondaires mon psy ne m'a meme pas proposé des examens sanguins alors que sur la notice il y a des gros risques pour les reins qu'on doit surveiller de près a intervalles réguliers j'ai un peu l'impression qu'on vous donne un ADP pour essayer sans vraiment tenir compte de votre état de départ comme je disais j'aimerais juste qlq chose qui régule mes humeurs rends mes symptômes prémenstruelles moins importants et agisse sur de légers troubles paniques sans me saper mes nuits Est ce si dure a trouver j'ai pas pris de valdoxan hier sur la notice il est noté qu'un sevrage n'est pas nécessaire comme c'est dimanche demain je sonne a mon psy je me demande si je ne devrais pas essayer de l'homéopathie Je me sens de moins en moins confiante avec les médecins je vais retourner voir une psy aussi je suis un peu perdue des suggestions des expériences j'attends de vos nouvelles merci ;10027952 10001494 10029216;N06AX22 N06AB04;oui
déprime dépression pas de bol ras le bol GUERISON  Journal suite Ce que j'ai oublié de dire et ça t'aurait davantage intéressée Sylvie En quittant le collège j'avais le crane bien bien comprimé compressé et un collet autour du cou bien bien serré serré Je ne suis pas rentrée tout de suite d'ailleurs Le soir coup de fil du doc Fontan un évènement Il s'interroge concernant le gel des émotions m'explique qu'à son avis ce serait plutôt un effet dû aux antidépresseurs Fontan Alzheimer je ne prends plus d'AD depuis 15 jours ou 3 semaines il le sait savait Donc c'est le baclo et alors il me propose un truc FOU fou fou Pas de palier Je continue de descendre de 10 mg chaque semaine Tu me dis Sylvie qu'on doit faire selon son ressenti et je suis partante ;10012378;;oui
 Demande si ils prescrivent le baclofene pendant l'hospitalisation Ca marche pour la boulimie l'hyperphagie qui sont des addictions comme l'alcoolisme renseigne toi Moi je m'en suis sortie comme ça ;10020710 10006550;M03BX01;oui
Mon Indifférence  Hop Fripoune Le meilleur cobaye que j'ai sous la main c'est moi et généraliser sur cet équilibre du cerveau je ne sais pas faire je n'ai ni recul ni exemple concret Je me suis retrouvé un peu dans ton cas avant ma baisse de baclo j'avais augmenté Augmenté car j'avais un retour d'angoisse et le baclo je le prend tout d'abord pour ces fichues angoisses Donc passage de 120 à 140 juste dans ce but échec je n'ai fait qu'empirer la situation avec un montée de mésestime parano angoisse qui se posait là Baisse fissa donc A savoir que pour des raisons pendant ce temps je ne marchais plus autant qu'avant donc chute de le serotonine des endorphines et de tous ces petits copains en ine Je pense clairement que tout est question d'équillibre le baclo toujours pour l'analyse que je fais pour moi comble des déséquillibres mais en créant d'autres Ce n'est pas innocent si l'on voit assez souvent des épisodes dépressifs avec le baclo comme ES je dirais même EI Alors on comble avec un AD qui lui tente de combler un désequilibre en en créant un autre Cela c'est juste en ce qui concerne vaguement la chimie du cerveau qui est indissociable toujours pour moi de l'être de l'inconscient ce genre de chose que rappelle à fort juste titre Doliprane Un tout non la partie Alors oui je reconnais que je ne t'apporte pas de solution Tu peux augmenter ton taux de serotonine avec d'autres choses que les AD les ISRS dans ce cas comme le disait Doliprane une hygiene de l'esprit du corps dans le sens action un apport de nature une alimentation adaptée par exemple des noix et pas mal de trucs bons de la griffonia du 5-Htp Ou des AD qui semblent fonctionner pour des gens je pense Doliprane de ce que je lis ou Velvet par exemple Pas de réponse gravée dans le marbre pour moi MM;10002507 10016173;N02AJ06;oui
Valdoxan un médicament controversé bonjour à tous il y a 5 semaines suite à des insomnies chroniques qui duraient depuis 5 ans j'ai été mise sous zyprexa 5mg et valdoxan 25mg cela fait plusieurs jours que j'ai arrêté le zyprexa Avec seulement le valdoxan je me sens gonflée particulièrement du ventre et surtout j'ai beau dormi 7-8h par nuit la journée je suis très somnolente je pourrais m'endormir n'importe ou n'importe quand Je me sens fatiguée comme avant de prendre ce médicament quand je ne dormais pas la nuit Avez-vous eu une expérience similaire en ce qui concerne le gonflement du ventre et la somnolence merci;10041349;N05AH03 N06AX22;oui
A votre santé  Bonsoir Phil Je t'explique vite fait ma situation TCA depuis l'âge de 10 environ Et jen ai maintenant 29 Anorexie boulimie anorexie anorexie boulimie-anorexie et ainsi de suite J'ai commencé le baclo mi septembre Je suis a 150 mg jours Au début du traitement mon seul mode d'alimentation était le soir avec les crises de boulimie que je ne gardais pas que je vomissais Puis petite période pas de crises mais pas non plus d'alimentation Autre que du coca light ou café Puis là depuis 1 semaine depuis une augmentation du baclo je ne suis pas à mon seuil je prends certains jours le droit de picoré légumes vert ou plaisir comme un chocolat ou une crêpe hier soir Pense tu que le baclofène peut avoir une incidence sur l'anorexie Et régler aussi le problème de boulimie ;10002646;;oui
 Comme tous les debuts de mois depuis ma guérison 10 mois maintenant voici un petit bilan L'aiguille s'est déplacée légerement je suis à 85 5 soit petite perte de poids de 0 5kg soit 19 5kg partis vraissemblablement pour toujours CoolPas énorme ce demi kilo mais il se trouve que je me rapproche du poids que je faisais déja à l'adolescence 80kg donc on peut presque dire que c'est mon poids de forme puisque à aucun de mes nombreux régimes je n'ai réussi à descendre en dessous de cette barrière fatidique de 80kg Alors ça prendra le temps que ça prendra Il n'y a plus rien qui presse maintenant ma façon de manger a totalement changé Et si ça pouvait m'eviter d'avoir la peau trop flasque et bien je prends Chaque jour le petit miracle se confirme Toujours dans le but d'éliminer les fameux derniers ES qui restaient je suis passée à 30mg par jour depuis 3 semaines maintenant Je m' habitue j'apprivoise cette serenité vis à vis de la nourriture Je n'appréhende plus les repas en famille ceux que je prépare surtout ni les repas au restaurant puisqu'ils ne sont plus synonymes de crises avant pendant et après comme c'etait le cas avant Mercredi un de ces repas a eu lieu pour célébrer Pâques et l'anniversaire de ma nièce en même temps J'ai invité ma famille Résultat de la chasse à l'oeuf de mon petit fils un sac plein d'oeufs au chocolat praliné à la pate d'amande des gros des petits Si je vous dis que je n'en ai pas mangé un vous pouvez me croire Le chocolat ne me dit plus rien Par contre j'avais fait des lasagnes et un très bon gateau au chocolat et j'en ai mangé une part de chaque avec un plaisir véritable et sans aucune culpabilité C'est un peu comme si le baclofene en effacant l'addiction révelait ma vraie nature et que j'ai retrouvé mon libre arbitre Les chocolats des supermarchés ne sont pas de très bonne qualité alors que le gateau que j'ai fait j'en connaissais la composition et pour cause je refuse maintenant de me faire du mal Les pulsions d'avant tenaient plus du sabordage ou d'une forme de suicide l'important était d'ingurgiter des quantités peu importait la qualité D'ailleurs mes goûts ont changé je me fais plus plaisir avec du salé maintenant Quand j'ai faim en fin d'apres-midi je n'ai plus envie de sucre mon goûter sera plutôt du jambon avec une galette de riz ou une boîte de maquereaux au vin blanc qui me permettra d'attendre l'heure du repas Par contre petit souci au niveau de mon genou Je me sens tellement en forme que j'ai présumé un peu de mes pauvres articulations j'ai fait monter mon tapis de marche à 7km ce qui correspond pour moi à de la course Et j'ai eu une inflamation au genou C'était un peu long à partir Une fois l'inflamation disparue j'ai vu mon homéopathe pour en finir avec la petite gène persistante donc traitement de fond avec du silicium et granules Et séances sur un plateau monté sur une boule pour muscler autour du genou sans traumatisme J'essaie de mettre toutes les chances de mon coté maintenant Et ça me conforte dans l'idée qu'il est contre nature de vouloir s'accepter avec du surpoids car le squelette n'est pas prévu pour supporter une surcharge excessive ;10010144 10048061 10001125 10000424 10020466;M03BX01;oui
assez Bonjour à tous 50 ans dont 32 ans d'alcoolisme 6 cures et autant de rechutes 7 ans d'abstinence puis rechute Séjour en HP Rien de bien original le parcours d'un triste alcoolo Depuis 1 an je suis sous Baclo arrivé à 380 mg j'ai du baisser à cause d'ES violents ajoutés à une consommation élevée Après une descente à 120 mg j'ai croisé l'indifférence qui a duré 3 mois sans une goutte sans craving Je me voyais déjà libre Un soir très content de moi j'ai voulu essayer de voir si j'étais normal un verre puis deux Le lendemain une bouteille puis deux La suite vous avez deviné Depuis une semaine je touche le fond Mais alors je ne fais pas semblant à tel point que je ne me souvient plus de rien Les angoisses sont revenues il faut dire que je suis hyper sensible et anxieux je croyais que l'alcool m'aidait mais il m'a tout fait perdre Depuis je broie du noir aujourd'hui je n'ai pas bu mais j'ai peur de craquer Je ne peux pas me contenter d'un verre et la bouteille c'est juste Je vais tenter de monter le Baclofene c'est mon seul espoir Merci à tous de m'avoir lu Très Amicalement;10001639;M03BX01;oui
A votre santé  Merci encore Phil Cela signifie donc que je suis condamnée à prendre du baclo pendant longtemps pour pallier à l'anxiété Je n'aime pas l'idée de cette dépendance mais c'est personnel Je n'avais avant pas le profil anxiété dépression il s'agit pour moi d'ES liés au baclo Jamais je ne me réveillais la nuit avec des idées noires C'est dur quand même de passer de la dépendance à la nourriture à l'anxiété généralisée qui du coup remet des idées de ses oulager par la bouffe alors que plus de craving Pour moi il y a un souci Et je ne vais pas prendre des AD pour une depression provoquée par un médicament sinon je ne vais pas m'en sortir ;10012378;;oui
Le fil de Manu En chemin  Skoff Sylvie Karine Claude Manue Jack Vos messages me vont droit au coeur Pour répondre à Sylvie j'ai trois troubles alimentaires principaux à trois heures différentes Le premier à toute heure de la journée je l'appelle du picorage dès que je passe près de la cuisine je vais chercher un truc à manger mais en petite quantié un bout de pain un carré de chocolat un bonbon un fruit Le deuxième c'est à l'heure de l'apéro je me précipite sur tout ce que je trouve à manger en rentrant du boulot C'est en général pas équilibré et après je n'ai plus faim pour le dinner que je mange quand même Enfin le midi au resto d'entreprise je prends souvant le dessert le plus sucré ou le plat le plus calorique sans pouvoir me raisonner la pizza les patisseries Avec deux prises de Baclo à 15h et 17h je cible l'heure de l'apéro craving alcool et bouffe donc le deuxième trouble a bien diminué la pulsion est gérable je pense Pour les deux autres je pense qu'il y a une diminution mais c'est moins clair Idéalement il faudrait que je passe par une imprégnation avec des prises de Baclo sur une plus grande amplitude de temps mais cela augmenterait mon dosage journalier Claude je te rejoins sur la plus grande difficulté de la gestion pour l'alimentation L'alcool n'est jamais néccéssaire Pour l'alimentation il faut s'écouter parfois on a faim parfois non Il faut bien gérer la quantité que l'on se sert equilibrer les aliments et tuer de mauvaises habitudes qui ne sont plus compulsives ;10020466;;oui
 Photo suppriméeJe suis de Salon de Pce et je suis guerie de la boulimie grace à un médicament qui gueri aussi d' autres addictions comme l'alcool Sur l'article dont je joins la copie ci dessus du Femina du 14 Janvier vous pourrez voir que les psy et les medecins commencent à le prescrire pour les TCA aussi Renseignez vous sur baclofene com;10006550;M03BX01;oui
 Le baclofene marche pour les addictions et la boulimie en est une comme l'alcoolisme C'est en aidant ma meilleure amie tombée dans l'alcool que je me suis rendue compte que nous souffrions de la meme chose et que je suis allée voir son medecin pour me le prescrire Je suis guerie depuis 8 mois je n'ai plus aucune pulsion alimentaire D'autres filles sont en traitement sur baclofene com Je précise que ce médicament est passé dans le domaine public et que je n'ai rien à gagner à en parler A bientot ;10001639 10006550;M03BX01;oui
Mon Indifférence  Bonsoir La Baclofamily C'est humblement que je viens vers vous ce soir Je me disais aujourd'hui que si d'aventure une personne lisait mon deuxième fil elle devrait retenir Tout ce qu'il ne faut pas faire avec le Baclo Pour preuve Ma rechute après 9 mois d Indifférence me croyant invincible car protégée avec le Baclo Je n'ai pas compris les signes précurseurs d'une rechute assurée et d'un verre de vin blanc la bouteille à suivi Ma Montée vertigineuse J'ai grimpé tant et tant clamant haut et fort que mes somnolences étaient dues à un manque de Baclo Alors que vous n'arrêtiez pas de me dire que j'étais en surdosage En passant par Ma Journée 0 Baclo Je croyais dur comme fer que d'arrêter le Baclo une journée allait me rendre mon énergie et ma vivacité Mal m'en a pris J'ai passé la journée comme une larve sur le canapé Il n'y a que quand j'ai repris 150 mg rapidement en début d'après-midi que j'ai pu enfin me mettre en marche Mon Indifférence retrouvée 400 mg N'est due qu'à vos bons conseils un arrêt des hauteurs dans les doses et un bon coup de pied à la valse des habitudes Ma descente brutale De 400 mg à 300 mg pour échapper à cette dyspnée de repos Je le referais si besoin Mais plutôt que de rester à 300 mg un temps trop confiante à nouveau j'ai poursuivi ma démarche et à 270 mg retour en force de mes angoisses Je guettais le retour du craving mais cela je ne m'y attendais pas du tout Conclusion du jour N'avoir aucune certitude avec cette P de molécule Depuis dimanche soir je me bagarre avec ces bouffées d'angoisse je suis parfaitement consciente qu'elles sont sans fondement Alors je me disais Laisse passer cela va s'estomper avec les jours Mais non rien n'y fait En parallèle je me sens déprimée envie de rien aucune énergie aucune motivation le RAF me guette et cela ne me ressemble pas du tout Alors si tout cela est cérébral Manque de Baclo Manque de Dopamine Là c'est mon cerveau qui perd les pédales je déteste les bananes Décision prise plutôt qu'une autre béquille chimique comme le xanax merci Manue Arrêter la Ricoré Je remonte le Baclo ce week-end Je vous tiendrais bien sûr au courant mais avec le bol que j'ai pour retrouverl'effet Baclozen que j'affectionne tant je vais devoir remonter au delà 300 mg Gros bisous à VOUS et merci à Karine Mathieu Velvet pour leur passage ;10013969;N05BA12 B03AC;oui
